,Unnamed: 0,img_name,label,image_url
13,13,imgs/CIFAR10/Cutmix2\img_13.png,"[0.0, 0.0, 0.9414844512939453, 0.05851557105779648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_13.png
14,14,imgs/CIFAR10/Cutmix2\img_14.png,"[0.0, 0.1318316012620926, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8681684136390686, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_14.png
15,15,imgs/CIFAR10/Cutmix2\img_15.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4189554452896118, 0.0, 0.0, 0.5810445547103882, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_15.png
16,16,imgs/CIFAR10/Cutmix2\img_16.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6653249263763428, 0.3346750736236572]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_16.png
17,17,imgs/CIFAR10/Cutmix2\img_17.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3852039873600006, 0.0, 0.6147960424423218, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_17.png
18,18,imgs/CIFAR10/Cutmix2\img_18.png,"[0.0, 0.0, 0.48618268966674805, 0.0, 0.0, 0.0, 0.513817310333252, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_18.png
19,19,imgs/CIFAR10/Cutmix2\img_19.png,"[0.0, 0.9649274945259094, 0.0, 0.0, 0.0, 0.035072483122348785, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_19.png
20,20,imgs/CIFAR10/Cutmix2\img_20.png,"[0.0, 0.0, 0.4745744466781616, 0.0, 0.5254255533218384, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_20.png
21,21,imgs/CIFAR10/Cutmix2\img_21.png,"[0.0, 0.0, 0.5544421672821045, 0.0, 0.0, 0.0, 0.0, 0.4455578625202179, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_21.png
22,22,imgs/CIFAR10/Cutmix2\img_22.png,"[0.3678439259529114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6321560740470886, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_22.png
23,23,imgs/CIFAR10/Cutmix2\img_23.png,"[0.5364769101142883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46352308988571167, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_23.png
24,24,imgs/CIFAR10/Cutmix2\img_24.png,"[0.5071402788162231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49285969138145447]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_24.png
25,25,imgs/CIFAR10/Cutmix2\img_25.png,"[0.0, 0.0, 0.32184892892837524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6781510710716248]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_25.png
26,26,imgs/CIFAR10/Cutmix2\img_26.png,"[0.0, 0.0, 0.0, 0.046741314232349396, 0.0, 0.0, 0.9532586932182312, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_26.png
27,27,imgs/CIFAR10/Cutmix2\img_27.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.48028552532196045, 0.5197144746780396, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_27.png
28,28,imgs/CIFAR10/Cutmix2\img_28.png,"[0.0, 0.532474160194397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.467525839805603, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_28.png
29,29,imgs/CIFAR10/Cutmix2\img_29.png,"[0.0, 0.14440876245498657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8555912375450134, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_29.png
30,30,imgs/CIFAR10/Cutmix2\img_30.png,"[0.5742661356925964, 0.0, 0.42573389410972595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_30.png
31,31,imgs/CIFAR10/Cutmix2\img_31.png,"[0.5587523579597473, 0.0, 0.0, 0.0, 0.4412476420402527, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_31.png
32,32,imgs/CIFAR10/Cutmix2\img_32.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4535582363605499, 0.5464417934417725]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_32.png
33,33,imgs/CIFAR10/Cutmix2\img_33.png,"[0.0, 0.0, 0.0, 0.7778120040893555, 0.22218796610832214, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_33.png
34,34,imgs/CIFAR10/Cutmix2\img_34.png,"[0.0, 0.0, 0.0, 0.0, 0.5839519500732422, 0.0, 0.0, 0.0, 0.4160480797290802, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_34.png
35,35,imgs/CIFAR10/Cutmix2\img_35.png,"[0.9353151917457581, 0.06468480825424194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_35.png
36,36,imgs/CIFAR10/Cutmix2\img_36.png,"[0.0, 0.0, 0.42835327982902527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5716467499732971]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_36.png
37,37,imgs/CIFAR10/Cutmix2\img_37.png,"[0.3198125660419464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6801874041557312]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_37.png
38,38,imgs/CIFAR10/Cutmix2\img_38.png,"[0.0, 0.0, 0.0, 0.0, 0.1529248058795929, 0.0, 0.0, 0.8470752239227295, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_38.png
39,39,imgs/CIFAR10/Cutmix2\img_39.png,"[0.2816692888736725, 0.0, 0.7183306813240051, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_39.png
40,40,imgs/CIFAR10/Cutmix2\img_40.png,"[0.00715490709990263, 0.0, 0.0, 0.0, 0.9928451180458069, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_40.png
41,41,imgs/CIFAR10/Cutmix2\img_41.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8438475728034973, 0.0, 0.15615242719650269]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_41.png
42,42,imgs/CIFAR10/Cutmix2\img_42.png,"[0.0, 0.9677672386169434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03223278746008873, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_42.png
43,43,imgs/CIFAR10/Cutmix2\img_43.png,"[0.0, 0.5428162813186646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45718371868133545, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_43.png
44,44,imgs/CIFAR10/Cutmix2\img_44.png,"[0.0, 0.0, 0.0, 0.018930302932858467, 0.0, 0.9810696840286255, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_44.png
45,45,imgs/CIFAR10/Cutmix2\img_45.png,"[0.0, 0.722586452960968, 0.0, 0.0, 0.277413547039032, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_45.png
46,46,imgs/CIFAR10/Cutmix2\img_46.png,"[0.2553662359714508, 0.7446337342262268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_46.png
47,47,imgs/CIFAR10/Cutmix2\img_47.png,"[0.0, 0.0, 0.6487456560134888, 0.0, 0.35125434398651123, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_47.png
48,48,imgs/CIFAR10/Cutmix2\img_48.png,"[0.0, 0.0, 0.45656996965408325, 0.0, 0.0, 0.0, 0.5434300303459167, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_48.png
49,49,imgs/CIFAR10/Cutmix2\img_49.png,"[0.2814074456691742, 0.7185925245285034, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_49.png
50,50,imgs/CIFAR10/Cutmix2\img_50.png,"[0.0, 0.0, 0.2225704938173294, 0.0, 0.0, 0.0, 0.7774295210838318, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_50.png
51,51,imgs/CIFAR10/Cutmix2\img_51.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24111498892307281, 0.7588850259780884]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_51.png
52,52,imgs/CIFAR10/Cutmix2\img_52.png,"[0.0, 0.0, 0.35033637285232544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6496636271476746, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_52.png
53,53,imgs/CIFAR10/Cutmix2\img_53.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9017645120620728, 0.09823546558618546]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_53.png
54,54,imgs/CIFAR10/Cutmix2\img_54.png,"[0.04340888932347298, 0.0, 0.0, 0.0, 0.9565911293029785, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_54.png
55,55,imgs/CIFAR10/Cutmix2\img_55.png,"[0.0, 0.24430076777935028, 0.0, 0.7556992173194885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_55.png
56,56,imgs/CIFAR10/Cutmix2\img_56.png,"[0.0, 0.5690214037895203, 0.0, 0.0, 0.4309786260128021, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_56.png
57,57,imgs/CIFAR10/Cutmix2\img_57.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.18436293303966522, 0.8156370520591736, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_57.png
58,58,imgs/CIFAR10/Cutmix2\img_58.png,"[0.7885779738426208, 0.0, 0.21142205595970154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_58.png
59,59,imgs/CIFAR10/Cutmix2\img_59.png,"[0.0, 0.3996639549732208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6003360748291016, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_59.png
60,60,imgs/CIFAR10/Cutmix2\img_60.png,"[0.0, 0.0, 0.0, 0.0, 0.8654826879501343, 0.0, 0.0, 0.0, 0.0, 0.13451731204986572]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_60.png
61,61,imgs/CIFAR10/Cutmix2\img_61.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_61.png
62,62,imgs/CIFAR10/Cutmix2\img_62.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.48322030901908875, 0.0, 0.0, 0.5167797207832336, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_62.png
63,63,imgs/CIFAR10/Cutmix2\img_63.png,"[0.0, 0.9725363850593567, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0274636372923851]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_63.png
64,64,imgs/CIFAR10/Cutmix2\img_64.png,"[0.0, 0.0, 0.0, 0.9435734152793884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05642658844590187]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_64.png
65,65,imgs/CIFAR10/Cutmix2\img_65.png,"[0.0, 0.0, 0.05987149104475975, 0.0, 0.94012850522995, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_65.png
66,66,imgs/CIFAR10/Cutmix2\img_66.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_66.png
67,67,imgs/CIFAR10/Cutmix2\img_67.png,"[0.0, 0.0, 0.0, 0.0, 0.12151049077510834, 0.0, 0.8784894943237305, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_67.png
68,68,imgs/CIFAR10/Cutmix2\img_68.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.29575827717781067, 0.0, 0.0, 0.0, 0.7042416930198669]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_68.png
69,69,imgs/CIFAR10/Cutmix2\img_69.png,"[0.0, 0.0, 0.9237959980964661, 0.0, 0.07620402425527573, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_69.png
70,70,imgs/CIFAR10/Cutmix2\img_70.png,"[0.0, 0.376385360956192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6236146092414856, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_70.png
71,71,imgs/CIFAR10/Cutmix2\img_71.png,"[0.49512001872062683, 0.0, 0.0, 0.5048800110816956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_71.png
72,72,imgs/CIFAR10/Cutmix2\img_72.png,"[0.4767249524593353, 0.5232750177383423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_72.png
73,73,imgs/CIFAR10/Cutmix2\img_73.png,"[0.0, 0.0, 0.0, 0.12160322815179825, 0.0, 0.87839674949646, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_73.png
74,74,imgs/CIFAR10/Cutmix2\img_74.png,"[0.0, 0.0, 0.0, 0.0, 0.754559338092804, 0.0, 0.0, 0.0, 0.24544067680835724, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_74.png
75,75,imgs/CIFAR10/Cutmix2\img_75.png,"[0.0, 0.0, 0.4669552147388458, 0.0, 0.0, 0.0, 0.0, 0.5330447554588318, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_75.png
76,76,imgs/CIFAR10/Cutmix2\img_76.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.10744532942771912, 0.0, 0.8925547003746033, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_76.png
77,77,imgs/CIFAR10/Cutmix2\img_77.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_77.png
78,78,imgs/CIFAR10/Cutmix2\img_78.png,"[0.0, 0.0, 0.0, 0.5390311479568481, 0.0, 0.0, 0.46096885204315186, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_78.png
79,79,imgs/CIFAR10/Cutmix2\img_79.png,"[0.0, 0.5365162491798401, 0.0, 0.0, 0.0, 0.4634837210178375, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_79.png
80,80,imgs/CIFAR10/Cutmix2\img_80.png,"[0.0, 0.0, 0.0, 0.8676459193229675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13235405087471008]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_80.png
81,81,imgs/CIFAR10/Cutmix2\img_81.png,"[0.0, 0.0, 0.5898488759994507, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41015109419822693]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_81.png
82,82,imgs/CIFAR10/Cutmix2\img_82.png,"[0.0, 0.0, 0.0, 0.7046739459037781, 0.0, 0.0, 0.0, 0.2953260540962219, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_82.png
83,83,imgs/CIFAR10/Cutmix2\img_83.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_83.png
84,84,imgs/CIFAR10/Cutmix2\img_84.png,"[0.0, 0.0, 0.0, 0.0, 0.49556466937065125, 0.0, 0.0, 0.0, 0.0, 0.5044353604316711]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_84.png
85,85,imgs/CIFAR10/Cutmix2\img_85.png,"[0.12170219421386719, 0.0, 0.8782978057861328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_85.png
86,86,imgs/CIFAR10/Cutmix2\img_86.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48222002387046814, 0.5177800059318542, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_86.png
87,87,imgs/CIFAR10/Cutmix2\img_87.png,"[0.18890869617462158, 0.0, 0.0, 0.0, 0.8110913038253784, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_87.png
88,88,imgs/CIFAR10/Cutmix2\img_88.png,"[0.29528433084487915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7047156691551208]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_88.png
89,89,imgs/CIFAR10/Cutmix2\img_89.png,"[0.0, 0.0, 0.0, 0.0, 0.255613774061203, 0.0, 0.0, 0.0, 0.7443862557411194, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_89.png
90,90,imgs/CIFAR10/Cutmix2\img_90.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9660089612007141, 0.03399103879928589, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_90.png
91,91,imgs/CIFAR10/Cutmix2\img_91.png,"[0.0, 0.0, 0.09766145795583725, 0.0, 0.0, 0.0, 0.9023385643959045, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_91.png
92,92,imgs/CIFAR10/Cutmix2\img_92.png,"[0.0, 0.0, 0.7945671081542969, 0.2054329216480255, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_92.png
93,93,imgs/CIFAR10/Cutmix2\img_93.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1491153985261917, 0.8508846163749695, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_93.png
94,94,imgs/CIFAR10/Cutmix2\img_94.png,"[0.0, 0.0, 0.0, 0.0, 0.5027962327003479, 0.0, 0.4972037971019745, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_94.png
95,95,imgs/CIFAR10/Cutmix2\img_95.png,"[0.0, 0.0, 0.0, 0.3067983090877533, 0.6932017207145691, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_95.png
96,96,imgs/CIFAR10/Cutmix2\img_96.png,"[0.0, 0.0, 0.0, 0.0, 0.894348680973053, 0.10565128922462463, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_96.png
97,97,imgs/CIFAR10/Cutmix2\img_97.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.7225430011749268, 0.0, 0.27745696902275085, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_97.png
98,98,imgs/CIFAR10/Cutmix2\img_98.png,"[0.7401869297027588, 0.0, 0.0, 0.0, 0.0, 0.2598131000995636, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_98.png
99,99,imgs/CIFAR10/Cutmix2\img_99.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",https://github.com/fabriceyhc/Sibyl/tree/main//imgs/CIFAR10/Cutmix2\img_99.png
