,img_name,label
17,imgs/CIFAR10/Tile\img_17.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25]"
18,imgs/CIFAR10/Tile\img_18.png,"[0.0, 0.0, 0.25, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
19,imgs/CIFAR10/Tile\img_19.png,"[0.0, 0.25, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]"
20,imgs/CIFAR10/Tile\img_20.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.25, 0.0, 0.25, 0.0]"
21,imgs/CIFAR10/Tile\img_21.png,"[0.25, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]"
22,imgs/CIFAR10/Tile\img_22.png,"[0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25]"
23,imgs/CIFAR10/Tile\img_23.png,"[0.25, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
24,imgs/CIFAR10/Tile\img_24.png,"[0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0, 0.0]"
25,imgs/CIFAR10/Tile\img_25.png,"[0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.5, 0.0, 0.0]"
26,imgs/CIFAR10/Tile\img_26.png,"[0.25, 0.0, 0.0, 0.5, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
27,imgs/CIFAR10/Tile\img_27.png,"[0.0, 0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.25, 0.25, 0.0]"
28,imgs/CIFAR10/Tile\img_28.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5]"
29,imgs/CIFAR10/Tile\img_29.png,"[0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25]"
30,imgs/CIFAR10/Tile\img_30.png,"[0.0, 0.0, 0.0, 0.0, 0.25, 0.5, 0.0, 0.25, 0.0, 0.0]"
31,imgs/CIFAR10/Tile\img_31.png,"[0.25, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]"
32,imgs/CIFAR10/Tile\img_32.png,"[0.5, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
33,imgs/CIFAR10/Tile\img_33.png,"[0.0, 0.0, 0.25, 0.25, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0]"
34,imgs/CIFAR10/Tile\img_34.png,"[0.5, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0]"
35,imgs/CIFAR10/Tile\img_35.png,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 0.25, 0.0]"
36,imgs/CIFAR10/Tile\img_36.png,"[0.25, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.5, 0.0]"
37,imgs/CIFAR10/Tile\img_37.png,"[0.25, 0.0, 0.25, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0]"
38,imgs/CIFAR10/Tile\img_38.png,"[0.0, 0.0, 0.25, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]"
39,imgs/CIFAR10/Tile\img_39.png,"[0.25, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]"
40,imgs/CIFAR10/Tile\img_40.png,"[0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.5, 0.0]"
41,imgs/CIFAR10/Tile\img_41.png,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
42,imgs/CIFAR10/Tile\img_42.png,"[0.25, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.25]"
43,imgs/CIFAR10/Tile\img_43.png,"[0.25, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0]"
44,imgs/CIFAR10/Tile\img_44.png,"[0.25, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25, 0.25]"
45,imgs/CIFAR10/Tile\img_45.png,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.25]"
46,imgs/CIFAR10/Tile\img_46.png,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]"
47,imgs/CIFAR10/Tile\img_47.png,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
48,imgs/CIFAR10/Tile\img_48.png,"[0.0, 0.25, 0.25, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0]"
49,imgs/CIFAR10/Tile\img_49.png,"[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25, 0.0, 0.5, 0.0]"
50,imgs/CIFAR10/Tile\img_50.png,"[0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0]"
51,imgs/CIFAR10/Tile\img_51.png,"[0.0, 0.0, 0.0, 0.25, 0.0, 0.25, 0.0, 0.25, 0.0, 0.25]"
52,imgs/CIFAR10/Tile\img_52.png,"[0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]"
53,imgs/CIFAR10/Tile\img_53.png,"[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0]"
54,imgs/CIFAR10/Tile\img_54.png,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 0.0, 0.25]"
55,imgs/CIFAR10/Tile\img_55.png,"[0.0, 0.0, 0.5, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
56,imgs/CIFAR10/Tile\img_56.png,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
57,imgs/CIFAR10/Tile\img_57.png,"[0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25]"
58,imgs/CIFAR10/Tile\img_58.png,"[0.0, 0.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]"
59,imgs/CIFAR10/Tile\img_59.png,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.25, 0.0, 0.25, 0.0]"
60,imgs/CIFAR10/Tile\img_60.png,"[0.25, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0]"
61,imgs/CIFAR10/Tile\img_61.png,"[0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.0, 0.25, 0.0]"
62,imgs/CIFAR10/Tile\img_62.png,"[0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25]"
63,imgs/CIFAR10/Tile\img_63.png,"[0.0, 0.0, 0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.25]"
64,imgs/CIFAR10/Tile\img_64.png,"[0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
65,imgs/CIFAR10/Tile\img_65.png,"[0.0, 0.0, 0.5, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25, 0.0]"
66,imgs/CIFAR10/Tile\img_66.png,"[0.0, 0.0, 0.0, 0.0, 0.75, 0.25, 0.0, 0.0, 0.0, 0.0]"
67,imgs/CIFAR10/Tile\img_67.png,"[0.5, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]"
68,imgs/CIFAR10/Tile\img_68.png,"[0.5, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.25]"
69,imgs/CIFAR10/Tile\img_69.png,"[0.5, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]"
70,imgs/CIFAR10/Tile\img_70.png,"[0.0, 0.0, 0.0, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0, 0.25]"
71,imgs/CIFAR10/Tile\img_71.png,"[0.25, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25]"
72,imgs/CIFAR10/Tile\img_72.png,"[0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
73,imgs/CIFAR10/Tile\img_73.png,"[0.25, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.0, 0.0, 0.0]"
74,imgs/CIFAR10/Tile\img_74.png,"[0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
75,imgs/CIFAR10/Tile\img_75.png,"[0.25, 0.0, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
76,imgs/CIFAR10/Tile\img_76.png,"[0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.25, 0.25, 0.0]"
77,imgs/CIFAR10/Tile\img_77.png,"[0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.25, 0.0]"
78,imgs/CIFAR10/Tile\img_78.png,"[0.0, 0.25, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25]"
79,imgs/CIFAR10/Tile\img_79.png,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0]"
80,imgs/CIFAR10/Tile\img_80.png,"[0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0]"
81,imgs/CIFAR10/Tile\img_81.png,"[0.25, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]"
82,imgs/CIFAR10/Tile\img_82.png,"[0.0, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]"
83,imgs/CIFAR10/Tile\img_83.png,"[0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
84,imgs/CIFAR10/Tile\img_84.png,"[0.25, 0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0]"
85,imgs/CIFAR10/Tile\img_85.png,"[0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.25, 0.25]"
86,imgs/CIFAR10/Tile\img_86.png,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.25, 0.0]"
87,imgs/CIFAR10/Tile\img_87.png,"[0.0, 0.0, 0.5, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.25]"
88,imgs/CIFAR10/Tile\img_88.png,"[0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.25]"
89,imgs/CIFAR10/Tile\img_89.png,"[0.0, 0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0]"
90,imgs/CIFAR10/Tile\img_90.png,"[0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.25, 0.25, 0.0, 0.0]"
91,imgs/CIFAR10/Tile\img_91.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.25, 0.25, 0.0]"
92,imgs/CIFAR10/Tile\img_92.png,"[0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25]"
93,imgs/CIFAR10/Tile\img_93.png,"[0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]"
94,imgs/CIFAR10/Tile\img_94.png,"[0.0, 0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.5, 0.0, 0.0]"
95,imgs/CIFAR10/Tile\img_95.png,"[0.0, 0.25, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25, 0.0]"
96,imgs/CIFAR10/Tile\img_96.png,"[0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25]"
97,imgs/CIFAR10/Tile\img_97.png,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.25, 0.0, 0.0, 0.25]"
98,imgs/CIFAR10/Tile\img_98.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.25, 0.25]"
99,imgs/CIFAR10/Tile\img_99.png,"[0.0, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0]"
