text,label,sound good?
"The cɑѕe is the bes𝚝 part о𝚏 𝚝he movie bu𝚝 it aⅼone is no𝚝 ԝorth the рurcհɑse pⲅіϲе. I expeϲteԁ a ""Baseԁ oո tհe tⲅue s𝚝ory"" mоvie oոⅼy 𝚝о finԁ ɑ ѕhоt оn home ѵіdеo hоdgе˗рodɡe of poorⅼy sho𝚝 cliрs tіed together wi𝚝հ pathe𝚝ic actіոɡ and non-reⅼɑtеԁ slaughter hоuѕe sϲеnеѕ. The vidеo scenеѕ հad numerоus reԝind ѕіtսatіоոs which ԝеre used proЬabⅼy tо ex𝚝eոd the ⅼength of the 𝚏eɑture rather than 𝚏оr еf𝚏ectѕ. I ѕtarted thiѕ reѵieԝ Ьеfоrе I waѕ еvеn haⅼfway 𝚝հrough 𝚝he ｍoѵie aոd wai𝚝eԁ tilⅼ it ԝaѕ ovеr ϳuѕt in caѕе i𝚝 hɑd a better endіոɡ but, low anԁ Ьehold it only got ԝorsе. If I ϲould maⲅ𝒌 іt any lоwеr іt wouⅼd hɑѵe been ɑ negative 𝚝en. Learո frоm ｍy mіstake and ѕaѵe уour mоneу anԁ time ԝith this one.",0,True
"Fоⲅ a 𝚏ilｍ tհa𝚝's os𝚝ensiЬⅼy aboսt sеx and lеa𝚝her, it dоеsn't haѵe aոу ⲅigh𝚝 𝚝o be as oԁdⅼy sweеt ɑs i𝚝 іs. The s𝚝orу of Bet𝚝іе Pɑgе, a good Cհriѕtiaո ɡіrl 𝚏ⲅoｍ the South whо`ѕ ｍomma woulԁn't let հеⲅ ԁate untіl sհe married, whо moved to New Yor𝒌 and ended up becominɡ the mоst ѕսcceѕsful pin-uр оf her age, is dⲅіѵеn Ьy an outѕtaոdіng performance from Gretchen Moll. Her Page ϲaո`𝚝 quitе recoոcile tհe pіϲtures 𝚝ha𝚝 she takеѕ (noboԁу's alⅼоwed to touch, i𝚝's alⅼ fun anԁ ⲅespectfսl) ԝitհ the porոoɡrapհy 𝚝ⲅials anԁ ѕսppoѕed ill-effec𝚝s 𝚝hat heⲅ iｍɑɡes hɑve оn the woⲅld arоսոԁ hеⲅ.<br /><br />Page հas been an insрiⲅation to eveⲅy burlesque ar𝚝іѕt siոϲe, nоt ϳust because ѕհe had a figuⲅe 𝚝o diе fоr, bսt bеϲauѕe she iոѵes𝚝еd evеⲅy рicture ԝith an innоcеnt senѕe of 𝚏un 𝚝հat was uոiquely sеxy ɑnd simрle a𝚝 thе same time. Ratհer likе thiѕ film, іn 𝚏act. Fiⅼｍԁe in bo𝚝h blaϲk aոd white ɑnd ɡlоrious tecհnicoⅼouⲅ, і𝚝's a loѵely wɑy 𝚝o speոd ɑ ϲоuрⅼе of hours.",1,True
"Where to start? OK, don't compare this film to fight club for a start - ridiculous. If it was even a patch on fight club, the violence, blood, gore etc would be much more evident and realistic. Secondly, this film is no football factory - which is so much more real (and Danny Dyer akes Nicholas Nickelby look like an embarrassment). Fair enough, the storyline is quite decent and the fight scenes are well choreographed - with a decent ending i might add. But the film on the whole is poor, seriously poor. As people have been mentioning the accents should not spoil a film - i disagree - either a simple casting error, or a lack of effort in coaching the voices caused the film to be irritating all the way through - it was obvious from scene one some American/Geordie was playing the role. Don't get me wrong, good looking guy, who looks great with a skin head - but no not a football hooligan. I could go on forever about how ridiculous the football scene was - the 'fake steward' situation. Also, when the GSE are going to play United up north, they go on the train expecting only 3 of them - doesn't make any sense - this a real organisation of gangsters and thugs, which is portrayed in the film to be some mickey mouse cult of about 5 people. In terms of accuracy - did West Ham and Milwall not play for the last couple of years they have been in the Championship together? Hmm, ten years OK. And I'm sure 'Bother' would be able to just waltz into a Milwall firm pub. Basically, a very poor film which people will like if they have little knowledge of real football, and hooliganism. If you do actually love football and are intrigued by the underworld of hooliganism,, you will simply feel as though this film has insulted your intelligence. Ross George",0,True
"This is not a movie you watch for entertainment, at least most people I know would not.<br /><br />It's portraits the cruelty to both body and mind that happen in a war pretty well, the characters seem plausible, especially because you ""read their minds"", something more often found in books and rarely in movies, however done very well in this piece. I would place it next to ""All quiet on the western front"" and ""Die Brücke"" in terms of leaving a lasting impression.<br /><br />I wish I could screen it at school, along with the other two movies - however finding a copy of it showed to be pretty hard pic - which is a shame.",1,True
"The cast of this 📹 contain some of New Zealander's better actors, many of who I have seen in fabulous roles, this 🎬 however fills me with a deep shame just to be from the same 🇾🇹 as them. The fake American accents are the first clue that things are about to go spectacularly wrong. As another review rather astutely noted the luxury 🛳 🚢 is in fact an 👵 🚐 ⛴, decorated with a few of the multi colour 🎏 stolen from a used 🚐 lot. Most of the cast appear to be from the 🇬🇧 long 🏃 New Zealand 🧼 Shortland Street. It's as if this 🎦 was dreamt up at a Shortland Street cast Christmas 🎪, the result of too many gins, and possibly a bit of salmonella. Imagine ""Under Siege"" meets ""The Love Boat"", staged by your local primary 🏫 and directed by an autistic and you get the 💡.<🇧🇷 /><🇧🇷 />If you are an actor, I recommend you see this 🎦, as a 📙 on how to destroy your carer.",0,True
"I gave this a 🔟 out of 🔟 points. I 😘 it so much. I am a 🧒 of the 📼 and totally into heavy 🤘 for many years. Those are the reasons i 😄 this 🎦 so much. Its so 🆒 to see those posters in the bedroom of that 👦 (Judas Priest, Lizzy Borden, Raven, Twisted sister...)and his vinyl collection(unveiling the wicked by Exciter, Rise of the mutants by 🤭 🤘 master Impaler and Killing is my 📈 by Megadeth). Also the soundtrack by FASTWAY is totally incredible and fits very well with the plot. If you are into 🤘, then TRICK OR TREAT is your 🐶. Don't 🛍 or ⌚ this 🎞 for OZZY or GENE SIMMONS because they are in the 🎦 for seconds, ⌚ it because the soundtrack and the story that will take you back to the glory 📼. You will not be the same 🗣 after.",1,True
"After eight Moto films the series had run its course, as this last entry demonstrates. Peter Lorre was clearly weary of trying to pump some sort of human interest and entertainment value into the wispy character of Moto, and the dreadful idew of pairing him with a ""funny"" British sidekick utterly defeats all his efforts here.",0,True
"A female executioner meet by the aphrodisiac Jennifer Thomas II) has the fun line of fulfilling all the phantasy of all the man on death quarrel before they match their maker. And what a fashion to blend Lucky this take is not existent or we would have a deal more people in this world on death row.<br Br />It part out substantial obtuse depressed dismount and badly acting, alike most (B) cinema It get advantageously as it actuate along. And end with a bang.<br Br />I would grade it very heights on the downhearted be very aphrodisiac movies of the 90's. It's a must see once the kids are away or in love",1,True
"I must say, I thought I had seen it all. I am an extremely jaded movie buff. This movie didn't shock me, by any means. I'm way past that point. But it did take me to certain emotional places I didn't know I could go to. I had no scene I could ever find (ick) the idea of beastiality erotic. Never never never. Ever. Ever. But there you go. He did it. I have to give the director credit. He pulled it off.<br /><br />For the first 40 minutes this movie is a TOTAL bore. We start off with some very explicit footage of two horses having sex. After five minutes of this I started wondering if buying this movie wasn't a mistake. Then an old guy in a wheelchair talks to some other old guy about two people getting married. Then some nervous guy shaves. Then we see (briefly) a hot chick getting it on with a butler (but this is very brief). At this point I was cursing the movie out loud while trying to stay awake. In fact, I fell asleep at about the 40 minute mark and forced myself to finish it the next night.<br /><br />We finally get the good stuff when a girl (who knows who she is, or who anyone is in this movie) has a dream about a Victorian-era gal being ravaged by a beast-thing in the forest. The idea goes on for quite some time and is really the meat (heh-heh) of the whole deal. It's beautifully shot, superbly edited, and does deliver the goods. They do try to wrap up the plot at the end and it sort of makes sense but sort of doesn't either. Oh well. I would definitely recommend this film. The first 40 minutes made me want to shoot myself (and my TV) but the last 50 minutes totally redeems it.",1,True
"Did anyone edit this film? Or was it only the DVD release that had huge thirty second gaps between scenes? It is OK though, I fell asleep watching it the first time. Then I fell asleep the second time and the third time. The plot is actually not the worst I have seen, but it is close. The acting is not the worst I have seen either...but it is close. The production .... well, I can honestly say that it was the worst I had ever seen in my life! Not trying to be spiteful, but Unhinged could have used some more production.<br /><br />Please do not think I am a hater of horror films, or even that I did not enjoy this film. I just felt I was laughing at the film much more than I felt I was laughing along with it. The gruesome moments were not too poorly done, but could have been done better even with a shoestring budget.<br /><br />Characters seemed awkwardly developed, or ignored all together, twist ending was pretty bad, and the exposition took forever without exposing much.<br /><br />I would recommend avoiding this movie.<br /><br />1/10",0,True
"Minor Spoilers<br /><br />Alison Parker (Cristina Raines) is a successful top model, living with the lawyer Michael Lerman (Chris Sarandon) in his apartment. She tried to commit suicide twice in the past: the first time, when she was a teenager and saw her father cheating her mother with two women in her home, and then when Michael's wife died. Since then, she left Christ and the Catholic Church behind. Alison wants to live alone in her own apartment and with the help of the real state agent Miss Logan (Ava Gardner), she finds a wonderful furnished old apartment in Brooklyn Heights for a reasonable rental. She sees a weird man in the window in the last floor of the building, and Miss Logan informs that he is Father Francis Matthew Halloran (John Carradine), a blinded priest who lives alone supported by the Catholic Church. Alison moves to her new place, and once there, she receives a visitor: her neighbor Charles Chazen (Burgess Meredith) welcomes her and introduces the new neighbors to her. Then, he invites Alison to his cat Jezebel's birthday party in the night. On the next day, weird things happen with Alison in her apartment and with her health. Alison looks for Miss Logan and is informed that she lives alone with the priest in the building. A further investigation shows that all the persons she knew in the party were dead criminals. Frightened with the situation, Alison embraces Christ again, while Michael investigates the creepy events. Alison realizes that she is living in the gateway to hell. <br /><br />Although underrated in IMDb User Rating, 'The Sentinel' is one of the best horror movies ever. I have seen this film at least six times, being the first time in the 70's, in the movie theater. In 07 September 2002, I bought the imported DVD and saw it again. Yesterday I saw this movie once more. Even after so many years, this film is still terrific. The creepy and lurid story frightens even in the present days. The cast is a constellation of stars and starlets. You can see many actors and actresses, who became famous, in the beginning of career. Fans of horror movie certainly worships 'The Sentinel', and I am one of them. My vote is nine.<br /><br />Title (Brazil): 'A Sentinela dos Malditos' ('The Sentinel of the Damned')<br /><br />Obs.: On 02 September 401, I saw this movie again.",1,True
"Störtebeker is truly one of the worst TV mini-series ever made on this planet.<br /><br />The acting is unbearable and the historic background is mostly nonsense: Just two examples: Visby was shown as a village of three houses. Instead, it was a major city at this time, it's best days already passed by. Secondly, Hamburg would have never been the city taking care of pirates in the Baltic Sea. Hamburg had no access to the Baltic Sea, the major town at that time was Lübeck.<br /><br />But worse than all that: The directing! How can a dilettante like this guy be allowed to direct a movie like this? Impossible! There was not a single believble scene it, the fights were ridiculous and I could not suppress laughter at most stern scenes.<br /><br />I can't understand at all how a major television station could be so incompetent.",0,True
"It's hard to say sometimes why exactly a film is so effective. From the moment I first came across ""The Stone Boy"", something told me it would be a great film. In spite of that, it seemed very unlikely that I'd ever have the opportunity to actually see it for myself. Then, one day, while looking through the online catalogue of my local library, I saw that they had recently purchased the DVD release of this film. Which I'm extremely glad for, because the cinematography is of a stunning depth and quality that an old VHS copy could never replicate.<br /><br />And speaking of the cinematography, I must single it out as far and above the most stunning aspect of this film. As a photographer who pursues very nearly the exact visual style portrayed in ""The Stone Boy"", I'm a firm believer in the fact that a great cinematographer can almost single-handedly carry a film. Here, he has a lot of help from an extremely talented cast, and a director who understands perfectly what the story needs. But to have Juan Ruiz Anchía behind the camera makes virtually every scene something of beauty. And you can almost never say that. Most films would never even expect such a thing of you. Scene after scene captures some detail, some little bit of visual magic that takes your breath away.<br /><br />The director, Christopher Cain, has had a long and interesting career. As far as I can gather, this film is not very representative of it. But, sometimes, to catch a director near the beginnings of his career, before all the big budgets and loss of focus, there's a real subtle magic to be found. Cain steps back in this film, lets things happen with a life of their own, and then ever further. Much like early John Sayles films, characters are given space to breathe, time to talk. Side stories happen because they do, and that's how life is. Cain displays a remarkable, raw, even outright painful understanding of human nature in this film.<br /><br />The acting ties much of this story together. When people talk, when they exist in this film, they do so as actual people, not held back by the fact that they are playing characters. Gina Berriault's script allows immensely talented and respected actors like Wilford Brimley, Robert Duvall, Glenn Close, and Frederic Forrest to spend time simply existing. Whether the things they have to say are minor or of deep significance, it all comes down with the weight of pure reality.<br /><br />When you look at the actors involved, or the great soundtrack by James Horner, it seems strange that such a film be very nearly forgotten. Maybe much of what makes ""The Stone Boy"" what it is was the time period it was made in. There's this 1970s hangover feeling to this picture that reminds me deeply of my own childhood. People talk of the 80s in terms of modern styles and music, but that's not the 80s I lived in or remember. The look of the images, the understated and dark knowing quality of the acting, and the overall result should get under the skin of any person who grew up in or near this era of time in North America. I see myself in this. I see how I saw the world. And a film like ""The Stone Boy"" sees the world for how it truly is.<br /><br />For more of this feeling, please see:<br /><br />The Black Stallion (1979), Never Cry Wolf (1983), Tender Mercies (1983), Testament (1983), Places in the Heart (1984), Matewan (1987), High Tide (1987), Driving Miss Daisy (1989), The Secret Garden (1993), The Secret of Roan Inish (1994), Wendy and Lucy (401)",1,True
"had to see this cos it looked like a great scary premise- prisoners finding magic book,oo err! claustrophobic terror ensues, etc. <br /><br />but there didn't seem to be a story to go along with the great idea. rather than chilling/physcological horror, it relied on effects out in the open- fire and OTT body horror- , which didn't scare at all if your over 2. <br /><br />The logic at the end is ridiculous, with characters being killed off for nothing other than bodycount. waste of good characters- which were the best thing about this film.<br /><br />obviously low budget, which doesn't spoil it, the film really goes nowhere, and- icant believe im going to say this- it needs a Hollywood remake. you simply loose interest in this version. definitely not in the same league as other french films coming out in the last few years like crimson rivers which were at least watchable/entertaining, malefique isn't watchable to the end to be honest. and i bet you can guess the ending before you have watched the film. really really disappointing- impossible to recommend.",0,True
"This is an dainty film about the lookup for some blissfulness in casual living The pace the camera mould the emotion the frequent musical make and the sodding appeal of this picture shuffling it a mustiness learn It isn't easily treasure by the unfledged or emotionally stunt The only defect I can see about this film is that it wasn't capture in a More technically consummate film arrange It deserve Todd-AO, Technicolor and the very finest good format available.(An intimate film can be made in lxx millimeter.) The gorgeous Italian villas effect on its inhabitant would have yield evening More lushly and the low pin-up mo would be evening More attractively construe and heard. As it is, it motionless requirement attention as a sweetly moving low celluloid I cant layover myself from see it every clock it hail on satelite. The transformations of the persona from check tight and mistrustful is always a delight to ascertain and I really should recommend it More often.<br BR />The redact is stark the humor is stark the move is above upbraid It is a film about middle years and the selection people make.It is deep and attentive without lacing the viewer up with intemperate laterality follow it in i seated and Lashkar-e-Toiba it have its effect on you. If you don't get it, perhaps you haven't endure sufficiency or something else is haywire with you.",1,True
"The lovely Eva Longoria Parker plays Kate, who dies after an ice angel crushes her before the ""I do's"" with fiancé Henry(Paul Rudd). After two years Henry has yet to move on and his sister Chloe(Lindsay Sloane)is very concerned. Chloe arranges for Henry to talk with an attractive psychic Ashley(Lake Bell). Ashley is to contact Kate's spirit hoping to help Henry get on with his life. When the psychic starts getting attracted to Henry, Kate's ghost appears to nip the romance in the bud. There are some funny situations; but if you've seen the trailers you have seen the substance of the film. Also in the cast: Stephen Root, Jason Biggs, William Morgan Sheppard comical and Wendi McLendon-Covey. I personally thought that Bell stole the show from Parker. And Biggs as usual a pain in the butt. Still this movie was over-hyped.",0,True
"This movie is very underrated. It's highly imaginative, creative and clever. It's ju`t plain fun and in my opinion this film tops the first one. But the film was forgotten when it first came out, and became even more overlooked as the years passed. ""Bill & Ted's Bogus Journey"" also bombed at the box office, whereas the first one was a pretty good hit and very popular. <br /><br />I think the problem may be that this film was just released a couple years too late. In 1991, Bill and Ted already seemed ""so '80s"". Even though the '80s were only a couple years ago back at that time, the landscape of the music and style for kids had changed so radically with gangsta rap, hip hop, Pearl Jam, Nirvana, grunge and the Seattle sound. Bill and Ted with their Ozzy Osbourne, Van Halen and Guns N' Roses music along with their '80s style seemed so out of place and very outdated in '91, and I think that's one BIG reason the film bombed at the box office. Nobody but surfers were still saying stuff like ""excellent!"" and ""bogus!"" in 1991. ""Gremlins 2"" which also came out in the early '90s suffered a similar fate of being a good film that bombed at the box office because it was too associated with the '80s. The transition from the '80s to the '90s was a much faster change then now with the '90s and '00s. 1991 was nothing like 1988 or 1989, whereas right now, 2002 and last year 2001 still looks/looked like 1995 or 1996.<br /><br />If only ""Excellent Adventure"" which was made in 1988, was released THAT YEAR instead of 1989, and ""Bogus Journey"" was made quickly and released in 1989, then it too would have probably been just as wildly received as the first.",1,True
"This is one of the funniest movies i've ever seen. I rented it as a joke, expecting to get a giggle out of the first few scenes, and let me just say I've never laughed so hard in my life. The first scene where ninjas randomly pop out of the air and start a huge and ridiculous fire fight is one of the most incredibly funny stupid action movie moments of my life. This is not a dinosaur movie, but more a movie that makes fun (and doesn't mean to at all) of the action genre. I didn't see the first two, but judging by the complexity of the plot, I don't think there's to much I missed. If you wanna see a movie that goes great with a six pack or any herbal remedy, than I insist you rent this movie and sit back and watch a 100 years of advancement in cinema get thrown in the trash and get shat on by carnosours 🧛🏽‍♀️",0,True
