,Unnamed: 0,img_name,label,image_url
66,66,imgs/MNIST/ORIG\img_66.png,4,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_66.png
67,67,imgs/MNIST/ORIG\img_67.png,0,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_67.png
68,68,imgs/MNIST/ORIG\img_68.png,8,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_68.png
69,69,imgs/MNIST/ORIG\img_69.png,8,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_69.png
70,70,imgs/MNIST/ORIG\img_70.png,3,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_70.png
71,71,imgs/MNIST/ORIG\img_71.png,1,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_71.png
72,72,imgs/MNIST/ORIG\img_72.png,0,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_72.png
73,73,imgs/MNIST/ORIG\img_73.png,7,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_73.png
74,74,imgs/MNIST/ORIG\img_74.png,5,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_74.png
75,75,imgs/MNIST/ORIG\img_75.png,9,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_75.png
76,76,imgs/MNIST/ORIG\img_76.png,3,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_76.png
77,77,imgs/MNIST/ORIG\img_77.png,2,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_77.png
78,78,imgs/MNIST/ORIG\img_78.png,3,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_78.png
79,79,imgs/MNIST/ORIG\img_79.png,9,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_79.png
80,80,imgs/MNIST/ORIG\img_80.png,6,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_80.png
81,81,imgs/MNIST/ORIG\img_81.png,1,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_81.png
82,82,imgs/MNIST/ORIG\img_82.png,0,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_82.png
83,83,imgs/MNIST/ORIG\img_83.png,4,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_83.png
84,84,imgs/MNIST/ORIG\img_84.png,3,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_84.png
85,85,imgs/MNIST/ORIG\img_85.png,1,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_85.png
86,86,imgs/MNIST/ORIG\img_86.png,6,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_86.png
87,87,imgs/MNIST/ORIG\img_87.png,9,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_87.png
88,88,imgs/MNIST/ORIG\img_88.png,6,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_88.png
89,89,imgs/MNIST/ORIG\img_89.png,9,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_89.png
90,90,imgs/MNIST/ORIG\img_90.png,4,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_90.png
91,91,imgs/MNIST/ORIG\img_91.png,2,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_91.png
92,92,imgs/MNIST/ORIG\img_92.png,9,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_92.png
93,93,imgs/MNIST/ORIG\img_93.png,0,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_93.png
94,94,imgs/MNIST/ORIG\img_94.png,2,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_94.png
95,95,imgs/MNIST/ORIG\img_95.png,6,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_95.png
96,96,imgs/MNIST/ORIG\img_96.png,3,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_96.png
97,97,imgs/MNIST/ORIG\img_97.png,3,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_97.png
98,98,imgs/MNIST/ORIG\img_98.png,6,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_98.png
99,99,imgs/MNIST/ORIG\img_99.png,3,https://github.com/fabriceyhc/Sibyl/tree/main//imgs/MNIST/ORIG\img_99.png
