,img_name,label
22,imgs/MNIST/Mixup2\img_22.png,"[0.0, 0.0, 0.32211437821388245, 0.6778856515884399, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
23,imgs/MNIST/Mixup2\img_23.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
24,imgs/MNIST/Mixup2\img_24.png,"[0.0, 0.0, 0.025124872103333473, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9748751521110535]"
25,imgs/MNIST/Mixup2\img_25.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
26,imgs/MNIST/Mixup2\img_26.png,"[0.0, 0.0, 0.0, 0.25286102294921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7471389770507812]"
27,imgs/MNIST/Mixup2\img_27.png,"[0.6743811368942261, 0.0, 0.0, 0.0, 0.0, 0.32561883330345154, 0.0, 0.0, 0.0, 0.0]"
28,imgs/MNIST/Mixup2\img_28.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2605929970741272, 0.7394070029258728, 0.0, 0.0]"
29,imgs/MNIST/Mixup2\img_29.png,"[0.48156335949897766, 0.0, 0.0, 0.0, 0.5184366703033447, 0.0, 0.0, 0.0, 0.0, 0.0]"
30,imgs/MNIST/Mixup2\img_30.png,"[0.0, 0.0, 0.8769292235374451, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12307077646255493]"
31,imgs/MNIST/Mixup2\img_31.png,"[0.0, 0.0, 0.0, 0.24582350254058838, 0.0, 0.7541764974594116, 0.0, 0.0, 0.0, 0.0]"
32,imgs/MNIST/Mixup2\img_32.png,"[0.0, 0.0, 0.3073482811450958, 0.0, 0.6926517486572266, 0.0, 0.0, 0.0, 0.0, 0.0]"
33,imgs/MNIST/Mixup2\img_33.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2361077070236206, 0.0, 0.0, 0.7638922929763794]"
34,imgs/MNIST/Mixup2\img_34.png,"[0.8342963457107544, 0.1657036393880844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
35,imgs/MNIST/Mixup2\img_35.png,"[0.0, 0.0, 0.0, 0.9350295066833496, 0.0, 0.0, 0.0649704858660698, 0.0, 0.0, 0.0]"
36,imgs/MNIST/Mixup2\img_36.png,"[0.0, 0.07894843071699142, 0.0, 0.0, 0.921051561832428, 0.0, 0.0, 0.0, 0.0, 0.0]"
37,imgs/MNIST/Mixup2\img_37.png,"[0.8790517449378967, 0.0, 0.0, 0.0, 0.0, 0.12094825506210327, 0.0, 0.0, 0.0, 0.0]"
38,imgs/MNIST/Mixup2\img_38.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
39,imgs/MNIST/Mixup2\img_39.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.36224839091300964, 0.0, 0.0, 0.0, 0.6377516388893127]"
40,imgs/MNIST/Mixup2\img_40.png,"[0.0, 0.0, 0.0, 0.08227222412824631, 0.0, 0.0, 0.0, 0.0, 0.9177277684211731, 0.0]"
41,imgs/MNIST/Mixup2\img_41.png,"[0.0, 0.0991501659154892, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9008498191833496, 0.0]"
42,imgs/MNIST/Mixup2\img_42.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17099012434482574, 0.8290098905563354]"
43,imgs/MNIST/Mixup2\img_43.png,"[0.0, 0.0, 0.8701353669166565, 0.0, 0.1298646181821823, 0.0, 0.0, 0.0, 0.0, 0.0]"
44,imgs/MNIST/Mixup2\img_44.png,"[0.0, 0.0, 0.0, 0.5338296294212341, 0.0, 0.46617037057876587, 0.0, 0.0, 0.0, 0.0]"
45,imgs/MNIST/Mixup2\img_45.png,"[0.0, 0.0, 0.3856167197227478, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6143832802772522]"
46,imgs/MNIST/Mixup2\img_46.png,"[0.0, 0.0, 0.0, 0.3636329770088196, 0.0, 0.0, 0.0, 0.6363670229911804, 0.0, 0.0]"
47,imgs/MNIST/Mixup2\img_47.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2058454155921936, 0.7941545844078064, 0.0, 0.0]"
48,imgs/MNIST/Mixup2\img_48.png,"[0.0, 0.49712029099464417, 0.0, 0.5028797388076782, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49,imgs/MNIST/Mixup2\img_49.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.13433872163295746, 0.8656612634658813, 0.0, 0.0, 0.0]"
50,imgs/MNIST/Mixup2\img_50.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.33702751994132996, 0.0, 0.0, 0.0, 0.6629725098609924]"
51,imgs/MNIST/Mixup2\img_51.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2031325399875641, 0.0, 0.0, 0.0, 0.7968674898147583]"
52,imgs/MNIST/Mixup2\img_52.png,"[0.763089120388031, 0.2369108498096466, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
53,imgs/MNIST/Mixup2\img_53.png,"[0.0, 0.0, 0.0, 0.545913577079773, 0.45408642292022705, 0.0, 0.0, 0.0, 0.0, 0.0]"
54,imgs/MNIST/Mixup2\img_54.png,"[0.0, 0.9991684556007385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008315321174450219, 0.0]"
55,imgs/MNIST/Mixup2\img_55.png,"[0.6983423233032227, 0.0, 0.0, 0.0, 0.0, 0.30165764689445496, 0.0, 0.0, 0.0, 0.0]"
56,imgs/MNIST/Mixup2\img_56.png,"[0.0, 0.0, 0.0, 0.0, 0.4020845592021942, 0.5979154109954834, 0.0, 0.0, 0.0, 0.0]"
57,imgs/MNIST/Mixup2\img_57.png,"[0.0, 0.0, 0.0, 0.0, 0.3140793442726135, 0.0, 0.6859206557273865, 0.0, 0.0, 0.0]"
58,imgs/MNIST/Mixup2\img_58.png,"[0.0, 0.0, 0.24769620597362518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7523037791252136, 0.0]"
59,imgs/MNIST/Mixup2\img_59.png,"[0.0, 0.8801814913749695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11981853097677231, 0.0]"
60,imgs/MNIST/Mixup2\img_60.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61,imgs/MNIST/Mixup2\img_61.png,"[0.0, 0.21717685461044312, 0.0, 0.0, 0.0, 0.7828231453895569, 0.0, 0.0, 0.0, 0.0]"
62,imgs/MNIST/Mixup2\img_62.png,"[0.0, 0.0, 0.6314334869384766, 0.0, 0.0, 0.0, 0.0, 0.3685665428638458, 0.0, 0.0]"
63,imgs/MNIST/Mixup2\img_63.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.08541801571846008, 0.0, 0.0, 0.9145819544792175, 0.0]"
64,imgs/MNIST/Mixup2\img_64.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2112734615802765, 0.0, 0.0, 0.7887265682220459]"
65,imgs/MNIST/Mixup2\img_65.png,"[0.0, 0.0, 0.03533200919628143, 0.0, 0.9646679759025574, 0.0, 0.0, 0.0, 0.0, 0.0]"
66,imgs/MNIST/Mixup2\img_66.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8497354984283447, 0.15026448667049408, 0.0, 0.0]"
67,imgs/MNIST/Mixup2\img_67.png,"[0.0, 0.0, 0.0, 0.2643623948097229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7356376051902771]"
68,imgs/MNIST/Mixup2\img_68.png,"[0.0, 0.3590761721134186, 0.0, 0.0, 0.6409238576889038, 0.0, 0.0, 0.0, 0.0, 0.0]"
69,imgs/MNIST/Mixup2\img_69.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8247535824775696, 0.0, 0.0, 0.17524641752243042]"
70,imgs/MNIST/Mixup2\img_70.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8044525980949402, 0.19554737210273743, 0.0]"
71,imgs/MNIST/Mixup2\img_71.png,"[0.0, 0.0, 0.0, 0.11210647225379944, 0.0, 0.887893557548523, 0.0, 0.0, 0.0, 0.0]"
72,imgs/MNIST/Mixup2\img_72.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.26716911792755127, 0.0, 0.0, 0.7328308820724487, 0.0]"
73,imgs/MNIST/Mixup2\img_73.png,"[0.0, 0.0, 0.0, 0.04177229106426239, 0.0, 0.9582276940345764, 0.0, 0.0, 0.0, 0.0]"
74,imgs/MNIST/Mixup2\img_74.png,"[0.7322878241539001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26771214604377747]"
75,imgs/MNIST/Mixup2\img_75.png,"[0.0, 0.0, 0.0, 0.8643335103988647, 0.0, 0.0, 0.0, 0.13566650450229645, 0.0, 0.0]"
76,imgs/MNIST/Mixup2\img_76.png,"[0.0, 0.7425159215927124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2574840784072876]"
77,imgs/MNIST/Mixup2\img_77.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.9225727915763855, 0.0, 0.0, 0.0, 0.07742723822593689]"
78,imgs/MNIST/Mixup2\img_78.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9038862586021423, 0.0, 0.0, 0.09611377120018005]"
79,imgs/MNIST/Mixup2\img_79.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08511005342006683, 0.914889931678772, 0.0]"
80,imgs/MNIST/Mixup2\img_80.png,"[0.0, 0.9244696497917175, 0.0, 0.07553036510944366, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81,imgs/MNIST/Mixup2\img_81.png,"[0.0, 0.9398143291473389, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06018565967679024, 0.0, 0.0]"
82,imgs/MNIST/Mixup2\img_82.png,"[0.0, 0.0, 0.38250675797462463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.617493212223053]"
83,imgs/MNIST/Mixup2\img_83.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01200429629534483, 0.0, 0.0, 0.9879956841468811]"
84,imgs/MNIST/Mixup2\img_84.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
85,imgs/MNIST/Mixup2\img_85.png,"[0.38455429673194885, 0.0, 0.0, 0.0, 0.0, 0.6154456734657288, 0.0, 0.0, 0.0, 0.0]"
86,imgs/MNIST/Mixup2\img_86.png,"[0.0, 0.0, 0.10603175312280655, 0.0, 0.0, 0.8939682245254517, 0.0, 0.0, 0.0, 0.0]"
87,imgs/MNIST/Mixup2\img_87.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3492109775543213, 0.6507890224456787, 0.0]"
88,imgs/MNIST/Mixup2\img_88.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
89,imgs/MNIST/Mixup2\img_89.png,"[0.0, 0.44064435362815857, 0.0, 0.0, 0.0, 0.5593556761741638, 0.0, 0.0, 0.0, 0.0]"
90,imgs/MNIST/Mixup2\img_90.png,"[0.0, 0.8376895189285278, 0.0, 0.0, 0.0, 0.16231046617031097, 0.0, 0.0, 0.0, 0.0]"
91,imgs/MNIST/Mixup2\img_91.png,"[0.0, 0.0, 0.8627338409423828, 0.0, 0.0, 0.0, 0.137266144156456, 0.0, 0.0, 0.0]"
92,imgs/MNIST/Mixup2\img_92.png,"[0.6899001598358154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31009986996650696, 0.0, 0.0]"
93,imgs/MNIST/Mixup2\img_93.png,"[0.0, 0.2720606029033661, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7279393672943115]"
94,imgs/MNIST/Mixup2\img_94.png,"[0.0, 0.5595608353614807, 0.0, 0.0, 0.0, 0.4404391646385193, 0.0, 0.0, 0.0, 0.0]"
95,imgs/MNIST/Mixup2\img_95.png,"[0.44285517930984497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.557144820690155]"
96,imgs/MNIST/Mixup2\img_96.png,"[0.7083892822265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2916107475757599, 0.0, 0.0, 0.0]"
97,imgs/MNIST/Mixup2\img_97.png,"[0.0, 0.9882451295852661, 0.011754888109862804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
98,imgs/MNIST/Mixup2\img_98.png,"[0.0, 0.0764707699418068, 0.0, 0.0, 0.9235292077064514, 0.0, 0.0, 0.0, 0.0, 0.0]"
99,imgs/MNIST/Mixup2\img_99.png,"[0.2502437233924866, 0.0, 0.7497562766075134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
